source,target
"rimouski | climate , economy , municipal council , history",What do you want to know about the place?
"aevs | automated eligibility verification system , affiliated emergency veterinary service","Which ""aevs"" do you mean?"
"lynden washington | zip code , weather , population , homes for sale",What would you like to know about this city?
"nawl | national association of women lawyers , new academic word list","Which ""nawl"" do you mean?"
"great american ball park | great american ball park parking , great american ball park map , great american ball park events",What would you like to know about this place?
"nserc | natural sciences and engineering research council , naval systems engineering resource center , northeast solar energy research center","Which ""nserc"" do you mean?"
"rise of the legend | rise of the legend cast , rise of the legend english , rise of the legend trailer",What would you like to know about this movie?
"bmw of anchorage | local map , bmw of anchorage hours , business information",What do you want to know about this business?
"slmgr /ipk | windows 10 , windows 8 , windows 7 , windows vista",What version of Windows are you looking for?
"yokem toyota | shops photo , local map , yokem toyota hours , business information",What do you want to know about this business?
"shawnee community college | library , president , shawnee community college jobs",What would you like to know about this university?
"southland dodge | jeep , chrysler",What car are you looking for?
"vems | versatile engine management systems , valley emergency medical services , volume expiratoire maximum seconde","Which ""vems"" do you mean?"
"elon matrix 5000 | uses , overdose , side effects , side effects , overdose",What do you want to know about this medication?
"afea | african finance and economic association , academy for five element acupuncture","Which ""afea"" do you mean?"
"menorrhagia | symptom , treatment , causes , diagnosis , diet",What do you want to know about this medical condition?
"array in excel | array in excel 2016 , array in excel 2010 , excel 2013",What version of Excel are you looking for?
"east end market | bakery , restaurant",What type of business are you looking for?
"jof | jemel one five , japan offspring fund","Which ""jof"" do you mean?"
"wsod | weakly supervised object detection , willing suspension of disbelief","Which ""wsod"" do you mean?"
"henry county tax commissioner | shops photo , services , business information",What do you want to know about this business?
"cortinarius | species , classification , distinguishing features",What do you want to know about cortinarius?
"default keyboard settings | windows 10 , windows 8 , windows 7 , windows vista",What version of Windows are you looking for?
"reader's theater | high school , middle school",What kind of school are you looking for?
"jones at&t stadium | features , gallery , history",What do you want to know about the sports venue?
"polokwane | polokwane postal code , map , polokwane weather",What would you like to know about polokwane?
"graduate theological foundation | academics , faculty , publications",What do you want to know about the college?
"intel proset/wireless software | windows 10 , windows 8 , windows 7 , windows vista , windows xp",What version of Windows are you looking for?
"throne of grace | throne of grace lyrics , throne of grace chords",What song information are you looking for?
"el monterey burritos | calories , ingredients",What food information are you looking for?
"brown automotive | shops photo , local map , services , business information",What do you want to know about this business?
"ptci | percutaneous transluminal coronary intervention , posttraumatic cognitions inventory","Which ""ptci"" do you mean?"
"pacific design center | pacific design center jobs , pacific design center events , pacific design center parking",What would you like to know about this place?
"clear cell renal cell carcinoma | living with , treatment , research",What do you want to know about this condition?
